YEAR,SERIAL,REGION,NFAMS,PERNUM,RACE,AGE,SEX,EMPSTAT,OCC,UHRSWORKT,WKSTAT,JOBCERT,EDUC,INCWAGE,OINCWAGE
2014,63473,42,1,5,200,36,1,10,5620,40,11,,73,26000.0,0.0
2021,37098,41,1,2,100,40,1,10,7010,40,11,99.0,91,,
2021,14032,31,1,1,200,69,2,10,2310,35,11,99.0,92,,
2015,28054,21,1,2,100,73,2,36,0,999,99,,81,0.0,0.0
2018,58388,33,1,1,100,30,1,10,6260,40,11,,40,7500.0,0.0
2020,53936,31,1,2,100,85,2,36,0,999,99,99.0,81,,
2021,56329,33,1,3,100,4,2,0,0,999,99,99.0,1,,
2020,13818,31,1,1,100,28,1,10,440,40,11,99.0,123,,
2021,17424,31,1,1,651,42,2,10,3645,40,11,2.0,123,,
2009,91281,42,1,3,100,25,2,10,2150,40,21,,111,20000.0,8000.0
2018,86271,42,2,2,651,27,1,34,0,999,99,,111,0.0,0.0
2016,13964,12,2,2,100,41,2,21,8320,999,50,,73,15000.0,0.0
2021,59587,33,1,1,100,48,1,10,8140,40,11,99.0,71,,
2021,18567,42,1,3,651,5,1,0,0,999,99,99.0,1,,
2016,54840,32,1,1,100,56,2,32,0,999,99,,73,0.0,0.0
2021,27764,31,1,2,100,68,2,36,0,999,99,99.0,91,,
2010,15430,12,1,3,803,7,1,0,0,999,99,,1,99999999.0,99999999.0
2020,45016,12,1,1,100,35,1,10,8720,40,12,99.0,81,,
2021,21879,21,1,5,100,17,1,10,4030,20,41,99.0,73,,
2021,7882,42,1,1,652,45,2,10,3160,40,21,2.0,123,,
2015,54718,31,1,1,100,66,1,36,0,999,99,,124,0.0,0.0
2019,28254,11,1,1,100,37,1,10,6230,45,11,99.0,73,,
2014,58371,42,1,4,100,4,2,0,0,999,99,,1,99999999.0,99999999.0
2021,55559,32,1,1,100,78,1,36,0,999,99,99.0,73,,
2021,38612,11,1,2,100,71,1,36,0,999,99,99.0,73,,
2011,33272,22,1,1,200,38,2,10,4760,37,11,,73,22100.0,0.0
2020,63448,33,1,2,100,52,1,10,7840,40,11,,73,85000.0,0.0
2012,65170,33,1,3,100,7,2,0,0,999,99,,1,99999999.0,99999999.0
2016,72018,41,1,1,100,41,1,10,2016,64,11,,123,58750.0,750.0
2015,67293,33,1,1,100,61,1,10,205,80,11,,73,0.0,0.0
2015,92003,42,1,1,100,40,1,10,4700,40,11,,81,150000.0,0.0
2017,86951,42,1,1,100,26,2,10,4700,40,11,,73,70000.0,0.0
2020,24788,22,1,2,100,31,2,34,0,999,99,,81,0.0,0.0
2020,15559,31,1,2,100,35,2,34,0,999,99,99.0,71,,
2021,43384,12,1,1,200,62,2,10,3258,40,11,2.0,123,,
2021,61592,11,1,2,100,44,2,10,5240,45,11,99.0,111,,
2018,72312,41,1,1,100,78,1,36,0,999,99,,81,0.0,0.0
2021,65786,31,1,1,100,53,2,10,5940,40,11,99.0,81,,
2020,62928,11,1,1,100,80,2,36,0,999,99,99.0,91,,
2012,96199,42,1,1,804,43,1,10,6515,997,11,,73,67000.0,0.0
2021,6990,42,1,1,100,42,2,10,2002,40,11,2.0,111,,
2020,6549,42,1,1,100,44,1,32,0,999,99,99.0,73,,
2020,31765,22,1,1,100,76,1,36,0,999,99,99.0,111,,
2010,21806,21,1,1,100,61,1,10,8140,40,11,,73,70000.0,0.0
2021,45910,31,1,2,100,61,2,36,0,999,99,99.0,124,,
2021,41014,41,1,3,100,6,2,0,0,999,99,99.0,1,,
2022,29481,11,1,1,100,30,1,10,7610,40,11,99.0,20,,
2020,59336,33,1,1,100,80,1,36,0,999,99,99.0,91,,
2013,27228,21,1,3,651,5,2,0,0,999,99,,1,99999999.0,99999999.0
2010,37718,22,1,4,100,4,2,0,0,999,99,,1,99999999.0,99999999.0
2014,59459,42,1,1,100,27,2,34,0,999,99,,73,2380.0,0.0
2021,62512,31,1,2,100,45,2,34,0,999,99,99.0,111,,
2020,1074,32,1,3,100,30,2,34,0,999,99,99.0,73,,
2021,4790,42,1,1,651,56,1,36,0,999,99,99.0,73,,
2009,39118,22,1,1,100,67,1,36,0,999,99,,123,0.0,0.0
2020,37867,22,1,3,651,26,1,10,3255,997,11,99.0,81,,
2011,84779,42,1,3,100,15,2,34,0,999,99,,50,0.0,0.0
2021,17484,31,1,2,100,50,1,21,7750,999,50,99.0,71,,
2021,63609,31,1,1,100,39,1,10,6200,40,11,2.0,73,,
2020,10206,41,1,5,100,8,2,0,0,999,99,99.0,1,,
2014,55269,41,1,2,100,34,2,34,0,999,99,,50,0.0,0.0
2020,48402,21,1,3,801,5,1,0,0,999,99,99.0,1,,
2022,16383,31,1,2,100,76,1,32,0,999,99,99.0,123,,
2021,33424,32,1,1,100,59,1,12,9130,997,13,99.0,73,,
2021,15023,31,1,1,100,71,2,36,0,999,99,99.0,111,,
2014,18408,21,1,2,100,72,1,36,0,999,99,,81,0.0,0.0
2013,24446,21,1,1,100,68,1,36,0,999,99,,73,0.0,0.0
2015,29814,22,1,1,100,56,1,36,0,999,99,,73,7000.0,0.0
2018,26677,22,1,3,100,3,2,0,0,999,99,,1,99999999.0,99999999.0
2020,71783,41,1,1,100,85,2,36,0,999,99,,30,0.0,0.0
2020,39336,11,1,3,100,4,2,0,0,999,99,99.0,1,,
2018,57202,33,1,5,100,15,2,34,0,999,99,,40,0.0,0.0
2009,62757,32,1,1,100,74,2,36,0,999,99,,2,0.0,0.0
2019,38292,31,1,1,100,75,1,36,0,999,99,,81,0.0,0.0
2021,63542,42,1,3,100,24,1,34,0,999,99,99.0,81,,
2013,84429,42,1,2,100,38,2,10,5620,40,11,,73,14400.0,0.0
2014,21991,22,1,1,100,47,1,10,4920,45,11,,111,110000.0,0.0
2011,25690,21,1,1,100,51,1,32,0,999,99,,40,0.0,0.0
2020,1339,32,1,2,200,65,1,36,0,999,99,99.0,92,,
2009,56338,31,1,5,200,8,1,0,0,999,99,,1,99999999.0,99999999.0
2020,62563,11,1,1,100,80,2,36,0,999,99,99.0,123,,
2022,49020,33,1,2,100,36,1,34,0,999,99,99.0,111,,
2021,53855,32,1,1,100,50,2,36,0,999,99,,73,0.0,0.0
2020,22187,21,1,2,100,31,1,10,1010,40,11,99.0,111,,
2010,23238,21,1,5,100,70,2,36,0,999,99,,73,0.0,0.0
2021,45671,22,1,3,100,3,1,0,0,999,99,99.0,1,,
2021,47706,21,1,6,100,12,2,0,0,999,99,99.0,1,,
2019,55529,32,1,4,100,2,1,0,0,999,99,,1,99999999.0,99999999.0
2010,34292,22,1,3,100,50,1,10,8220,40,11,,73,10000.0,0.0
2011,25497,21,1,1,100,48,2,10,5160,40,11,,81,26000.0,0.0
2021,79753,42,1,5,100,3,2,0,0,999,99,,1,99999999.0,99999999.0
2010,24973,21,1,2,651,35,1,10,3130,40,11,,111,90000.0,0.0
2018,65649,33,1,2,100,17,1,34,0,999,99,,50,0.0,0.0
2020,25301,32,1,1,100,59,2,32,0,999,99,99.0,123,,
2020,53316,12,1,2,100,66,1,12,6260,40,13,99.0,111,,
2017,72657,41,1,4,100,16,2,34,0,999,99,,30,0.0,0.0
2009,32286,22,1,1,100,45,1,10,5150,40,11,,73,34500.0,0.0
2020,22732,21,1,3,100,17,1,34,0,999,99,99.0,40,,
2021,41345,41,1,1,100,55,1,10,7340,40,11,99.0,81,,
2011,58476,31,1,1,100,79,2,36,0,999,99,,111,0.0,0.0
2020,62108,11,1,1,100,62,1,10,9130,40,11,99.0,73,,
2021,34378,22,1,2,100,27,1,10,6442,40,11,99.0,111,,
2017,65779,33,1,4,100,14,2,0,0,999,99,,1,99999999.0,99999999.0
2020,63682,11,1,2,100,46,2,10,4600,40,11,99.0,111,,
2014,37535,31,1,1,200,33,2,10,9640,40,11,,73,35000.0,0.0
2009,25385,21,1,3,100,17,1,34,0,999,99,,50,2000.0,0.0
2020,23393,21,1,3,100,7,1,0,0,999,99,99.0,1,,
2018,51563,32,1,3,100,16,2,34,0,999,99,,50,0.0,0.0
2019,56810,32,1,1,200,44,2,10,5510,40,11,99.0,73,,
2009,88485,42,1,4,100,4,2,0,0,999,99,,1,99999999.0,99999999.0
2014,26097,22,1,2,100,70,2,36,0,999,99,,73,0.0,0.0
2022,37338,41,1,2,100,50,1,10,7510,40,11,99.0,111,,
2020,41699,12,1,1,100,29,1,10,710,50,11,99.0,111,,
2021,83125,42,1,1,100,63,1,10,1400,40,11,,92,108000.0,0.0
2020,22049,21,1,1,100,54,2,34,0,999,99,99.0,111,,
2019,65115,31,1,2,100,33,2,10,735,40,11,99.0,123,,
2020,17733,31,1,1,100,63,2,36,0,999,99,99.0,92,,
2009,25763,21,1,4,100,5,2,0,0,999,99,,1,99999999.0,99999999.0
2020,34943,22,1,4,100,16,2,34,0,999,99,99.0,60,,
2020,31264,21,1,2,100,42,1,10,7700,40,11,99.0,81,,
2020,19536,41,1,3,100,15,2,21,4720,999,60,99.0,50,,
2016,18143,21,1,3,100,10,2,0,0,999,99,,1,99999999.0,99999999.0
2020,35249,22,1,1,200,45,2,10,2545,40,11,99.0,73,,
2020,15458,21,1,1,100,51,1,10,6355,40,11,,73,90000.0,0.0
2014,17481,21,1,1,100,23,1,21,4430,999,60,,81,19000.0,9000.0
2010,14435,12,1,1,100,43,2,10,5520,40,11,,92,45000.0,0.0
2021,58075,33,1,2,100,40,2,10,7800,25,41,99.0,111,,
2015,3476,11,1,2,100,44,2,10,3255,50,11,,111,84000.0,0.0
2020,76225,41,1,1,100,30,2,10,2001,40,12,,123,48500.0,500.0
2022,66213,31,1,1,100,71,1,36,0,999,99,99.0,73,,
2020,70423,41,1,4,100,16,2,10,9130,15,41,99.0,50,,
2020,42620,12,1,6,651,63,2,36,0,999,99,99.0,73,,
2021,82,32,1,1,100,45,1,10,6260,40,11,99.0,20,,
2013,64003,32,1,6,200,3,1,0,0,999,99,,1,99999999.0,99999999.0
2020,61334,41,1,2,100,36,2,10,9620,20,41,99.0,73,,
2010,90917,42,1,1,100,36,1,10,5620,44,11,,81,56000.0,0.0
2021,28962,11,1,2,100,45,2,10,4200,12,41,99.0,81,,
2016,46299,31,1,3,100,14,1,0,0,999,99,,1,99999999.0,99999999.0
2020,24044,22,1,1,100,27,1,10,6240,35,11,99.0,73,,
2020,82783,42,1,1,100,53,2,10,2710,40,11,,111,0.0,0.0
2013,12354,12,1,5,651,55,1,10,6260,40,11,,73,66000.0,0.0
2016,87292,42,3,3,651,9,2,0,0,999,99,,1,99999999.0,99999999.0
2020,49168,33,1,1,100,56,2,10,5350,40,11,99.0,81,,
2020,4111,33,1,4,100,3,1,0,0,999,99,99.0,1,,
2010,66152,33,1,1,100,54,2,32,0,999,99,,73,0.0,0.0
2021,18304,42,1,3,100,12,1,0,0,999,99,99.0,1,,
2021,32977,32,1,3,200,17,1,10,4020,20,41,99.0,60,,
2019,31393,21,1,1,100,61,1,10,7160,40,11,99.0,71,,
2010,68166,33,1,3,100,13,1,0,0,999,99,,1,99999999.0,99999999.0
2018,86859,42,1,2,651,34,2,10,50,50,11,,111,100000.0,0.0
2016,60678,33,1,2,100,69,2,36,0,999,99,,81,0.0,0.0
2010,53169,31,1,1,100,36,2,32,0,999,99,,73,0.0,0.0
2020,47992,21,1,1,100,55,2,10,5810,997,41,99.0,111,,
2020,28380,31,1,3,200,1,2,0,0,999,99,99.0,1,,
2020,39062,31,1,1,100,85,2,36,0,999,99,,111,0.0,0.0
2020,26375,33,1,2,100,49,1,32,0,999,99,99.0,73,,
2012,55822,31,1,1,100,41,2,10,5700,40,11,,81,20002.0,0.0
2020,60456,33,1,2,100,52,2,10,205,997,12,99.0,111,,
2015,7843,11,1,5,100,2,2,0,0,999,99,,1,99999999.0,99999999.0
2020,60955,33,1,1,100,68,2,36,0,999,99,99.0,71,,
2020,24115,22,1,2,100,10,2,0,0,999,99,99.0,1,,
2016,50031,31,1,1,300,48,1,10,4220,40,11,,73,34000.0,0.0
2020,26661,33,1,1,200,64,2,32,0,999,99,99.0,81,,
2009,82591,41,1,1,100,36,2,10,2330,40,11,,123,54000.0,0.0
2009,45103,31,1,1,651,28,1,10,5600,45,11,,123,60000.0,0.0
2022,38638,11,1,2,100,42,1,10,8030,40,11,99.0,73,,
2021,58025,33,1,5,100,20,2,34,0,999,99,99.0,73,,
2019,76628,41,1,2,100,61,1,10,430,40,11,,73,100000.0,0.0
2021,63391,31,1,1,100,80,2,36,0,999,99,99.0,91,,
2020,31851,22,1,2,100,64,1,10,9030,70,11,99.0,124,,
2013,93082,42,1,1,801,40,2,10,50,50,11,,111,80000.0,0.0
2021,45742,31,1,2,100,52,1,10,10,55,11,2.0,111,,
2021,18350,42,1,3,652,2,2,0,0,999,99,99.0,1,,
2013,60772,32,1,1,100,50,2,10,1010,43,11,,111,70000.0,0.0
2015,30886,22,1,1,100,44,2,10,2310,997,11,,111,35000.0,0.0
2020,38473,11,1,2,100,55,1,10,9130,40,11,2.0,81,,
2021,46300,21,1,3,100,9,2,0,0,999,99,99.0,1,,
2021,80465,42,1,2,100,77,1,36,0,999,99,,73,0.0,0.0
2012,26787,21,1,1,100,51,2,21,5700,999,50,,73,0.0,0.0
2010,6874,11,1,3,100,29,2,10,4720,997,11,,81,14500.0,500.0
2013,50770,31,1,1,100,35,2,34,0,999,99,,73,8500.0,0.0
2020,8060,42,1,1,100,80,2,36,0,999,99,99.0,92,,
2020,24191,22,1,1,100,34,2,10,2310,55,11,99.0,111,,
2021,37206,41,1,2,100,37,2,10,5240,40,11,99.0,111,,
2020,12349,31,1,1,100,80,2,36,0,999,99,99.0,111,,
2015,21117,21,1,5,100,6,1,0,0,999,99,,1,99999999.0,99999999.0
2021,8943,42,1,3,100,10,1,0,0,999,99,99.0,1,,
2021,45423,31,1,1,100,46,1,10,350,40,11,99.0,123,,
2021,24937,32,1,2,100,66,2,10,2545,80,11,99.0,73,,
2020,18162,42,1,2,651,59,2,34,0,999,99,99.0,111,,
2019,61824,33,1,4,100,10,2,0,0,999,99,99.0,1,,
2014,57132,41,1,6,100,5,1,0,0,999,99,,1,99999999.0,99999999.0
2021,61551,41,1,2,100,61,1,10,7020,40,11,2.0,111,,
2021,60625,41,1,4,100,7,1,0,0,999,99,99.0,1,,
2019,86764,42,1,3,100,27,2,10,310,40,12,,81,15000.0,0.0
2020,58504,33,1,1,200,31,2,34,0,999,99,99.0,73,,
2020,57178,33,1,4,100,23,2,10,5860,30,41,99.0,81,,
2020,66803,21,1,3,200,10,1,0,0,999,99,99.0,1,,
2020,51636,12,1,4,100,7,2,0,0,999,99,99.0,1,,
2011,29562,21,1,1,100,49,1,10,8030,45,11,,73,60000.0,0.0
2021,36955,41,1,1,200,22,1,10,7020,40,11,2.0,81,,
2020,18721,42,1,3,651,49,2,10,5740,40,11,99.0,81,,
2012,32825,22,1,2,100,46,1,10,205,40,11,,81,0.0,0.0
2021,18339,42,1,3,651,23,2,10,1410,40,11,99.0,111,,
2013,97996,42,1,2,813,31,1,1,0,999,99,,73,90000.0,0.0
2022,26382,33,1,2,100,69,2,36,0,999,99,99.0,111,,
2020,38147,41,1,2,100,55,1,10,9130,60,11,2.0,81,,
2020,32010,21,1,2,100,75,1,36,0,999,99,99.0,123,,
2021,43669,12,1,3,100,1,2,0,0,999,99,99.0,1,,
2020,59276,33,1,1,100,38,1,10,6200,40,11,2.0,73,,
2021,67553,41,1,1,100,68,2,10,1610,10,41,99.0,123,,
2013,87525,42,1,2,100,29,2,10,3655,30,41,,111,40000.0,0.0
2022,31780,22,1,1,100,44,2,10,2545,33,22,99.0,92,,
2014,60716,42,1,4,100,26,2,34,0,999,99,,73,0.0,0.0
2017,20982,21,1,4,100,9,1,0,0,999,99,,1,99999999.0,99999999.0
2015,4530,11,1,2,100,21,1,10,7810,40,12,,73,100000.0,0.0
2019,77880,41,1,2,100,49,1,10,7750,40,11,,73,60000.0,0.0
2020,8103,42,1,5,100,23,2,21,2721,999,60,99.0,111,,
2009,34600,22,1,2,100,9,2,0,0,999,99,,1,99999999.0,99999999.0
2015,89976,42,1,4,100,17,1,34,0,999,99,,60,0.0,0.0
2019,44635,12,1,2,100,38,1,10,1007,70,11,99.0,111,,
2021,49906,42,1,2,100,61,1,10,4700,60,11,99.0,111,,
2019,3944,11,1,3,100,8,1,0,0,999,99,,1,99999999.0,99999999.0
2016,40777,31,1,2,100,45,2,34,0,999,99,,111,0.0,0.0
2020,51469,12,1,1,100,69,1,36,0,999,99,99.0,73,,
2022,1991,42,2,1,100,23,1,10,4120,36,12,2.0,73,,
2020,12621,31,1,1,200,79,2,36,0,999,99,99.0,81,,
2013,38630,22,1,1,100,62,2,10,5520,43,11,,73,38000.0,0.0
2020,42972,12,1,3,100,20,1,34,0,999,99,99.0,50,,
2014,13163,12,1,1,100,16,1,34,0,999,99,,50,0.0,0.0
2013,84233,42,1,3,100,8,1,0,0,999,99,,1,99999999.0,99999999.0
2016,3263,11,1,2,100,2,1,0,0,999,99,,1,99999999.0,99999999.0
2021,63378,31,1,2,100,61,1,10,7315,40,11,99.0,91,,
2020,15997,21,1,3,100,5,2,0,0,999,99,,1,99999999.0,99999999.0
2020,32503,22,1,3,100,4,2,0,0,999,99,99.0,1,,
2020,24800,22,1,1,100,37,2,12,2545,34,42,99.0,81,,
2011,73997,41,1,2,100,37,2,10,9610,40,12,,73,32450.0,0.0
2021,66010,21,2,2,100,22,1,34,0,999,99,99.0,81,,
2021,90041,42,3,2,651,42,2,10,3602,99,11,,81,0.0,0.0
2020,50447,42,1,2,100,79,1,10,7220,45,11,99.0,91,,
2020,36001,41,1,2,100,80,2,36,0,999,99,99.0,92,,
2011,83202,42,1,4,100,10,1,0,0,999,99,,1,99999999.0,99999999.0
2020,63709,31,2,1,100,29,2,10,5940,40,12,99.0,111,,
2020,16264,31,4,7,200,30,2,34,0,999,99,99.0,73,,
2021,24493,22,1,1,100,70,1,36,0,999,99,99.0,123,,
2020,36591,22,1,2,100,71,2,36,0,999,99,99.0,73,,
2020,5088,42,1,2,651,30,2,34,0,999,99,99.0,111,,
2019,51935,42,1,1,100,26,2,10,4760,25,41,99.0,81,,
2013,42262,31,1,1,100,41,2,10,4230,35,11,,92,20400.0,0.0
2020,3096,41,1,3,801,8,2,0,0,999,99,99.0,1,,
2020,46802,22,1,1,100,51,1,10,440,65,11,99.0,81,,
2013,73022,33,1,4,100,28,1,10,9600,40,11,,81,0.0,0.0
2020,15059,31,1,1,100,62,1,36,0,999,99,99.0,111,,
2020,5611,42,1,2,100,39,2,10,2100,50,11,2.0,124,,
2019,14303,12,1,5,100,14,1,0,0,999,99,,1,99999999.0,99999999.0
2021,58225,33,1,2,100,47,1,10,2310,40,11,99.0,111,,
2010,53881,31,1,3,100,4,2,0,0,999,99,,1,99999999.0,99999999.0
2014,79152,22,1,4,300,11,1,0,0,999,99,,1,99999999.0,99999999.0
2019,66204,42,1,2,300,2,1,0,0,999,99,99.0,1,,
2020,35138,22,1,1,100,33,1,10,1600,40,11,99.0,125,,
2009,1769,11,2,3,100,20,2,21,5620,999,60,,73,20000.0,0.0
2022,61489,11,1,2,100,65,2,36,0,999,99,99.0,73,,
2009,10547,12,1,6,100,2,2,0,0,999,99,,1,99999999.0,99999999.0
2013,84147,42,1,1,100,25,2,10,4610,997,11,,81,13000.0,0.0
2020,5939,42,1,1,100,45,1,12,6410,30,42,99.0,73,,
2020,28087,11,1,2,100,42,2,10,5240,40,11,99.0,81,,
2012,52574,31,1,2,100,51,2,10,2310,40,11,,111,33500.0,0.0
2020,57126,33,1,2,100,59,2,34,0,999,99,99.0,71,,
2021,758,32,1,3,100,10,2,0,0,999,99,99.0,1,,
2021,59957,33,1,2,801,0,1,0,0,999,99,99.0,1,,
2022,55507,32,1,1,200,47,1,10,1430,40,12,99.0,73,,
2012,22783,21,1,2,100,41,2,10,4110,30,41,,111,11800.0,800.0
2020,1483,42,1,1,100,41,2,10,2145,38,11,99.0,81,,
2020,2558,41,1,1,100,54,2,10,4230,40,11,99.0,73,,
2015,31301,22,1,2,100,75,2,36,0,999,99,,111,0.0,0.0
2021,67135,21,1,1,100,79,2,36,0,999,99,99.0,123,,
2020,21401,21,1,3,100,16,2,34,0,999,99,99.0,50,,
2016,86060,42,1,2,100,45,2,10,4700,40,11,,73,75000.0,0.0
2015,30222,22,1,2,651,22,2,34,0,999,99,,73,0.0,0.0
2014,17407,21,1,1,100,24,1,10,6230,40,11,,111,12000.0,0.0
2019,59396,33,1,1,100,54,1,10,4760,40,11,99.0,81,,
2020,5262,42,1,4,100,40,2,34,0,999,99,99.0,2,,
2020,11629,31,1,1,801,33,1,10,1460,40,11,1.0,111,,
2018,47305,31,1,3,200,30,2,34,0,999,99,,73,0.0,0.0
2012,27541,21,1,10,200,6,2,0,0,999,99,,1,99999999.0,99999999.0
2010,84355,42,1,1,100,30,1,10,7330,43,11,,111,46000.0,0.0
2021,8277,42,1,1,100,50,2,10,8990,40,11,99.0,40,,
2012,62282,32,1,3,100,5,1,0,0,999,99,,1,99999999.0,99999999.0
2020,63420,31,1,4,200,16,2,34,0,999,99,99.0,50,,
2020,9853,41,1,1,100,54,1,34,0,999,99,99.0,73,,
2020,37825,31,1,1,200,30,1,10,800,70,11,,123,115000.0,35000.0
2016,2947,11,1,2,100,51,2,12,4030,20,42,,81,12000.0,0.0
2021,50297,42,1,1,100,85,2,10,4230,20,41,99.0,111,,
2011,31105,22,1,1,100,51,1,21,6260,999,50,,73,41000.0,28000.0
2015,52330,31,1,5,200,25,2,10,3255,36,11,,111,70000.0,0.0
2021,26526,33,1,5,100,10,2,0,0,999,99,99.0,1,,
2020,60031,33,1,3,100,2,2,0,0,999,99,99.0,1,,
2021,23383,22,1,2,100,65,1,36,0,999,99,99.0,111,,
2020,57279,33,1,4,100,0,1,0,0,999,99,,1,99999999.0,99999999.0
2013,72050,33,1,3,100,10,2,0,0,999,99,,1,99999999.0,99999999.0
2018,84156,42,1,2,100,42,2,10,430,30,22,,81,15600.0,0.0
2020,39713,12,1,4,100,19,1,34,0,999,99,99.0,71,,
2011,46902,31,1,2,100,25,2,10,4010,45,12,,73,23000.0,0.0
2020,3091,41,1,3,100,15,2,34,0,999,99,99.0,30,,
2021,29150,11,1,3,801,0,1,0,0,999,99,99.0,1,,
2021,37904,31,1,1,100,64,1,32,0,999,99,,50,0.0,0.0
2022,33865,22,1,3,100,15,2,34,0,999,99,99.0,40,,
2021,6353,42,1,5,100,31,2,34,0,999,99,99.0,111,,
2010,89070,42,1,1,100,42,2,10,2540,15,41,,92,2000.0,0.0
2018,19761,21,1,3,651,16,2,34,0,999,99,,40,0.0,0.0
2021,59295,33,1,2,100,54,2,10,3603,30,22,99.0,92,,
2021,5368,42,1,2,100,39,1,10,4020,20,22,99.0,73,,
2014,61757,42,1,1,100,49,2,10,4610,40,11,,20,17600.0,0.0
2021,20251,21,1,3,100,0,1,0,0,999,99,99.0,1,,
2011,18812,12,1,1,100,26,2,10,4110,35,11,,81,13000.0,0.0
2021,37983,11,1,2,100,79,2,36,0,999,99,99.0,73,,
2021,2855,41,1,2,100,70,2,36,0,999,99,99.0,81,,
2020,64414,31,1,1,100,52,2,12,2310,997,13,99.0,111,,
2018,22222,21,1,1,100,36,2,10,3245,40,11,,123,47000.0,0.0
2018,58758,33,1,5,100,8,1,0,0,999,99,,1,99999999.0,99999999.0
2021,36589,41,1,2,100,51,2,34,0,999,99,99.0,81,,
2022,16144,31,1,1,100,35,1,32,0,999,99,99.0,30,,
2020,55799,32,1,4,100,12,2,0,0,999,99,99.0,1,,
2009,7422,11,1,2,100,76,1,12,2200,35,13,,125,100000.0,0.0
2021,24352,32,3,3,200,39,1,10,9640,40,11,99.0,73,,
2014,78798,22,1,2,100,42,2,10,4820,40,11,,111,152000.0,0.0
2021,21024,21,1,1,100,30,2,36,0,999,99,99.0,81,,
2020,68719,41,1,2,100,46,1,10,7360,60,11,99.0,81,,
2022,60975,41,1,1,100,18,1,10,5240,11,41,99.0,60,,
2021,20954,21,1,4,100,6,1,0,0,999,99,99.0,1,,
2019,3767,33,2,1,100,55,1,10,7200,50,11,99.0,73,,
2021,38913,12,1,4,100,7,1,0,0,999,99,99.0,1,,
2010,95550,42,1,2,100,22,1,21,4130,999,50,,73,28000.0,15000.0
2021,54579,22,1,1,100,62,1,10,220,50,11,99.0,81,,
2020,18383,42,1,3,652,34,1,34,0,999,99,99.0,73,,
2011,44717,31,1,3,100,19,2,1,0,999,99,,81,0.0,0.0
2021,17805,31,1,6,100,15,1,34,0,999,99,99.0,40,,
2010,39377,22,1,4,100,6,2,0,0,999,99,,1,99999999.0,99999999.0
2019,17241,31,1,2,100,58,1,10,2200,40,11,99.0,123,,
2019,27518,22,1,1,100,42,1,10,6320,40,21,,81,63000.0,0.0
2011,64803,33,1,1,100,39,1,10,430,40,11,,81,48000.0,0.0
2021,45722,31,1,4,805,75,1,36,0,999,99,,50,0.0,0.0
2021,63928,42,1,3,100,11,1,0,0,999,99,99.0,1,,
2020,1955,42,1,3,100,6,2,0,0,999,99,99.0,1,,
2021,4709,42,1,1,100,35,2,10,4840,40,11,99.0,92,,
2011,22583,21,1,3,100,0,2,0,0,999,99,,1,99999999.0,99999999.0
2018,24369,21,1,2,100,69,2,36,0,999,99,,91,0.0,0.0
2021,12137,31,1,3,651,2,2,0,0,999,99,99.0,1,,
2021,32586,32,1,3,100,0,1,0,0,999,99,99.0,1,,
2021,14601,31,1,2,801,9,1,0,0,999,99,99.0,1,,
2020,26319,22,1,2,100,60,2,10,7840,40,11,,73,65000.0,0.0
2020,66892,21,1,2,200,59,1,10,4220,30,41,99.0,73,,
2021,51758,32,1,3,200,18,2,34,0,999,99,,81,0.0,0.0
2020,60678,33,1,3,300,25,2,12,2555,40,13,,81,0.0,0.0
2014,54221,41,1,3,100,14,2,0,0,999,99,,1,99999999.0,99999999.0
2021,55257,22,1,1,100,71,1,36,0,999,99,99.0,91,,
2012,67232,33,2,1,100,22,1,10,4020,35,11,,73,18000.0,0.0
2014,13095,12,1,3,100,10,1,0,0,999,99,,1,99999999.0,99999999.0
2018,8001,12,1,1,100,62,1,10,410,40,11,,73,54000.0,0.0
2009,71529,33,1,1,100,49,1,10,4840,40,11,,81,31000.0,0.0
2019,15073,12,1,2,100,60,2,10,4700,40,12,,73,36000.0,0.0
2020,7463,42,1,1,100,53,2,10,2003,997,41,2.0,123,,
2010,83124,41,1,4,100,13,2,0,0,999,99,,1,99999999.0,99999999.0
2011,24695,21,1,3,651,24,2,10,4700,40,11,,111,15000.0,0.0
2022,33880,22,1,4,100,11,1,0,0,999,99,99.0,1,,
2017,88526,42,1,1,100,51,1,10,2100,55,11,,124,185000.0,0.0
2019,14988,31,1,2,100,72,2,36,0,999,99,99.0,111,,
2021,5395,42,1,1,200,50,1,10,3870,40,11,2.0,81,,
2021,7911,42,1,3,100,1,1,0,0,999,99,99.0,1,,
2013,35510,22,1,1,802,57,1,32,0,999,99,,73,0.0,0.0
2021,1072,32,1,3,200,13,2,0,0,999,99,99.0,1,,
2020,61394,41,1,5,100,19,2,21,4110,999,50,99.0,73,,
2019,69505,33,1,6,651,18,1,10,5410,20,41,,81,0.0,0.0
2021,32553,22,1,1,100,65,1,10,205,80,11,99.0,73,,
2017,5492,11,1,4,100,19,2,34,0,999,99,,81,0.0,0.0
2021,9399,41,1,1,100,64,1,10,440,40,11,99.0,81,,
2021,26502,33,2,3,100,8,1,0,0,999,99,99.0,1,,
2021,13304,31,1,1,100,42,1,10,440,40,11,99.0,123,,
2014,16700,21,1,3,100,20,2,34,0,999,99,,81,0.0,0.0
2020,21833,21,1,1,100,50,1,10,7410,50,11,99.0,73,,
2020,9006,42,1,2,100,55,2,34,0,999,99,99.0,81,,
